yelp_id,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,train_station
VHu0SsJds5XkW7ux68ehtg,,,2.0,,,2.0,1.0,,,,1.0,,,,,
VOPdG8llLPaga9iJxXcMuQ,39.0,10.0,60.0,26.0,12.0,27.0,60.0,1.0,5.0,1.0,7.0,11.0,11.0,,3.0,1.0
VYd8UzwlwmX8Db5umNHNig,17.0,7.0,10.0,25.0,1.0,18.0,10.0,1.0,5.0,,1.0,5.0,,,1.0,
Vr3mowa-ML9EE8TNGoS_Vw,13.0,6.0,3.0,16.0,,9.0,5.0,4.0,1.0,1.0,,4.0,3.0,,1.0,
VzlVF1yc_BboRwwqJcvkxg,37.0,7.0,44.0,57.0,3.0,60.0,28.0,2.0,15.0,1.0,2.0,24.0,2.0,,2.0,
W0mlelgnkSPU3ELhyzkXHA,24.0,7.0,33.0,29.0,3.0,30.0,21.0,,9.0,2.0,1.0,11.0,4.0,,1.0,
W97siDhQbWIVa0MEpcq9iA,6.0,3.0,3.0,9.0,1.0,29.0,7.0,1.0,2.0,,2.0,14.0,,,1.0,
WCk_ecR-PQuGIqd5I2hAZw,2.0,,1.0,,,5.0,,1.0,,,1.0,1.0,,,,
WGw7iNqNhXA_TxSMlmy5aA,12.0,4.0,3.0,18.0,1.0,6.0,6.0,3.0,1.0,1.0,,3.0,3.0,,1.0,
WLqqZYTeo6wFXuCFtlweqA,8.0,,27.0,17.0,6.0,24.0,19.0,,12.0,2.0,2.0,24.0,3.0,,1.0,
WavvLdfdP6g8aZTtbBQHTw,24.0,1.0,12.0,3.0,,20.0,19.0,2.0,3.0,,7.0,8.0,5.0,,,
Wd5ho0_FKk9n7uV8pSCYIg,60.0,60.0,56.0,56.0,10.0,60.0,60.0,,37.0,1.0,7.0,40.0,7.0,3.0,2.0,
Weho8zwF8FjO42RJ7jX8kw,27.0,5.0,21.0,8.0,4.0,37.0,28.0,1.0,6.0,5.0,4.0,30.0,3.0,,,
Wi2c4gGu2W-QFBSumihRfg,58.0,10.0,60.0,60.0,4.0,51.0,54.0,,10.0,2.0,8.0,23.0,4.0,,,
Wp5hw2NN6a8pYFdj_AZ7BQ,1.0,,3.0,1.0,,1.0,,,,,,1.0,,,,
WvQkCs_C_HCfGUFUA0_-hQ,8.0,1.0,13.0,1.0,2.0,5.0,3.0,1.0,,,,,,,,
WxxE5kE8omgQhJE8sWIvmA,60.0,60.0,57.0,56.0,10.0,60.0,60.0,,36.0,2.0,7.0,41.0,7.0,3.0,2.0,
X30D_0Foz_5VGHgYPy_jmg,5.0,2.0,5.0,6.0,,10.0,3.0,,1.0,,6.0,4.0,,,,
XQLmEdXoMzOpffwoFaBtaQ,18.0,6.0,32.0,25.0,4.0,35.0,18.0,2.0,13.0,1.0,4.0,19.0,,,,
XWag2eb853TrXaAk38Op_w,,,1.0,,,3.0,,,,,,,,,,
Xb2eROYyzpRlhNUu4LHSYg,13.0,1.0,58.0,20.0,2.0,5.0,23.0,,4.0,1.0,4.0,8.0,2.0,,,
XbRTv9Yq4C8XvAi3xe2kXw,9.0,5.0,7.0,21.0,1.0,21.0,7.0,2.0,6.0,,,10.0,1.0,,,
Xdx2_n3nk9Td_aSe7E5ARQ,14.0,2.0,36.0,20.0,6.0,27.0,24.0,1.0,21.0,4.0,1.0,31.0,10.0,,1.0,
Xg-FyjVKAN70LO4u4Z1ozg,18.0,11.0,20.0,9.0,3.0,25.0,31.0,,9.0,,3.0,6.0,4.0,2.0,1.0,
XiDp4JcHP_y438nUsSFSvg,10.0,3.0,6.0,11.0,2.0,8.0,8.0,1.0,2.0,,2.0,17.0,,,,
XjViuoOVtkQQtPfqdaIHVA,60.0,37.0,60.0,60.0,12.0,60.0,60.0,,28.0,4.0,12.0,38.0,10.0,1.0,2.0,
XxYgUH6A71jd6isB7TtE4w,3.0,1.0,,5.0,1.0,9.0,2.0,2.0,1.0,,,2.0,1.0,,,
Y-OgQKqreMaajTUCPbLPKg,23.0,12.0,23.0,8.0,5.0,44.0,26.0,2.0,1.0,2.0,9.0,10.0,3.0,,1.0,1.0
Y5r2AvXmSc-YA6MGXjK6Ow,,,2.0,1.0,,8.0,2.0,,,,,,,,,
YBIXea7qj0RwEN5HJDw0Yg,11.0,4.0,10.0,11.0,1.0,18.0,6.0,2.0,7.0,,1.0,14.0,,,,
YCRkBdOsc290blM8TXwS3A,18.0,5.0,34.0,21.0,8.0,28.0,27.0,,14.0,4.0,2.0,32.0,9.0,,1.0,
YNjfOowGIzAgDZTlXuULfA,24.0,13.0,8.0,10.0,1.0,29.0,19.0,,4.0,,4.0,17.0,,,,
YPX6pxEduWqc_O5htEmTnQ,30.0,10.0,24.0,43.0,6.0,39.0,19.0,3.0,6.0,,1.0,25.0,1.0,,2.0,
YQjAeNqo9V8Xw_ECSj7eHQ,25.0,1.0,17.0,3.0,,14.0,22.0,2.0,3.0,,12.0,6.0,6.0,,,
YQm-FVEo1m_AQPMrIZ4tiA,15.0,3.0,30.0,2.0,6.0,15.0,14.0,,6.0,,3.0,4.0,,,,1.0
YViYcQcxUawVKfo94eOS6Q,18.0,10.0,44.0,11.0,2.0,26.0,34.0,2.0,14.0,,1.0,13.0,3.0,,1.0,1.0
YWayU0DutgZx132Jshm9SA,,,1.0,5.0,1.0,5.0,2.0,1.0,1.0,,,,,,,
YYBfO95m1uoxvHqXVoqUgQ,8.0,7.0,4.0,21.0,2.0,24.0,3.0,,4.0,1.0,,9.0,,,,
YgbN3ERH8PxBDWCVGVhrHg,9.0,,11.0,,,7.0,13.0,,,,7.0,4.0,3.0,,,
YhWzCrNLz2bb4LDi7stPjQ,12.0,2.0,24.0,15.0,,4.0,15.0,,5.0,1.0,3.0,6.0,,,,
Yk5I73wZ7Quj5Nt1H0vtEg,5.0,4.0,13.0,27.0,5.0,29.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,,,1.0
YqvoyaNvtoC8N5dA8pD2JA,14.0,,50.0,17.0,5.0,17.0,27.0,2.0,15.0,1.0,6.0,25.0,,,,
Yt6FUNC5g5-UAOrqn4aqZQ,42.0,14.0,60.0,37.0,13.0,29.0,60.0,1.0,7.0,1.0,6.0,14.0,11.0,,3.0,1.0
Z2VIno37S9MFY2FKh7yW-A,54.0,10.0,60.0,60.0,2.0,42.0,55.0,,11.0,1.0,8.0,18.0,11.0,,,
Z3gYoBTTXniIBOLU_6haMQ,1.0,,,8.0,1.0,19.0,2.0,,6.0,,,7.0,,,,
ZDvIMjJ-7I0561ckM4pAeA,18.0,5.0,22.0,23.0,1.0,29.0,12.0,2.0,7.0,1.0,5.0,7.0,1.0,,1.0,
ZN7x2duyVesVVzlhWJNamQ,10.0,4.0,8.0,5.0,2.0,31.0,15.0,,10.0,1.0,1.0,7.0,2.0,,1.0,
ZZ95hfUvppoVvVIXB8Ew_w,26.0,1.0,60.0,24.0,11.0,16.0,60.0,1.0,5.0,1.0,3.0,8.0,8.0,,2.0,
ZfDcbuLBx8-CVtTUjFCQPA,28.0,18.0,25.0,14.0,2.0,54.0,36.0,,6.0,,4.0,15.0,3.0,2.0,1.0,
ZiF9L8JML7kwfOi989OaTQ,60.0,28.0,60.0,60.0,9.0,57.0,46.0,,13.0,2.0,7.0,29.0,4.0,,8.0,
ZiTRspDPY9T_kh4tQDwDMQ,9.0,,1.0,7.0,,30.0,7.0,1.0,1.0,,,16.0,,,,
ZtFGuS4Z3rZ-J3Abw4V-oA,5.0,4.0,2.0,17.0,2.0,9.0,7.0,,8.0,,1.0,17.0,1.0,,1.0,
ZuVJF02rxWZ12UBe591I0g,14.0,10.0,10.0,6.0,2.0,14.0,15.0,2.0,2.0,,5.0,11.0,4.0,,1.0,
ZuhygpLHdwsELMWa3Nbymw,19.0,12.0,22.0,9.0,3.0,24.0,34.0,,9.0,,3.0,5.0,4.0,2.0,2.0,
ZvGLepkwp4mBmQES-v2Cww,8.0,2.0,2.0,12.0,,10.0,5.0,4.0,,,,,,,,
_7i3cfZt8A0tBwyTsPpH4w,,1.0,2.0,,,12.0,,1.0,,,,4.0,,,,
_D1Ev_zTZs5ijHkleK6C2w,5.0,,4.0,3.0,,21.0,7.0,,4.0,,,9.0,,,,
_EncdQezAzcShATMFXL0dA,58.0,21.0,60.0,60.0,9.0,44.0,60.0,,23.0,7.0,13.0,35.0,26.0,1.0,3.0,
_GunRIpJwrm5aZWb6bHSsQ,60.0,60.0,60.0,60.0,9.0,55.0,60.0,,43.0,2.0,17.0,51.0,21.0,1.0,,
_QyTjZdBMMhjpVRXYLNllg,2.0,1.0,1.0,4.0,,3.0,3.0,1.0,,,,1.0,,,,
_RkG6ao09nTYczVfLG-Zrw,49.0,6.0,60.0,60.0,7.0,39.0,54.0,2.0,13.0,8.0,8.0,32.0,20.0,1.0,6.0,
_ZC_Zvq5DqaPVXIqFzPkBQ,57.0,10.0,60.0,60.0,3.0,44.0,60.0,,12.0,1.0,8.0,20.0,7.0,,,
_az0NrGR-v9P-xtKoE45CA,9.0,9.0,3.0,9.0,2.0,16.0,4.0,3.0,1.0,,,8.0,,,,
_jtyQNVoTL5Q5q2Td9jUcQ,18.0,7.0,2.0,3.0,,12.0,8.0,4.0,1.0,,,2.0,4.0,,,
_mdxYZT1RDtKTZcYz9mo8g,60.0,60.0,60.0,60.0,14.0,60.0,60.0,,35.0,3.0,16.0,51.0,9.0,,8.0,
_vQ_8nNHiHsMqzSor-qFWw,1.0,,1.0,4.0,1.0,4.0,3.0,1.0,2.0,,,2.0,1.0,,,
_zfxJqH3XZ65X8sNYVKGqg,30.0,9.0,35.0,41.0,3.0,31.0,24.0,3.0,14.0,3.0,1.0,12.0,5.0,,2.0,
aDM5I7syc0LR49nf7pLIXQ,60.0,60.0,60.0,60.0,11.0,56.0,60.0,,34.0,3.0,15.0,39.0,6.0,,10.0,
aG0R24iGkSdQARo_9h_NOA,21.0,8.0,11.0,22.0,1.0,27.0,7.0,1.0,8.0,,1.0,11.0,,,,
aK_4VuHnDlanajeTI77qqQ,54.0,10.0,60.0,60.0,3.0,40.0,56.0,,12.0,1.0,8.0,21.0,14.0,,,
aMrtEaVWyMj9SlmNE7f4KA,33.0,28.0,30.0,34.0,2.0,15.0,31.0,,12.0,2.0,2.0,9.0,13.0,,,
aO1XK9zHD9S_0zV3GtOGEw,2.0,1.0,4.0,5.0,3.0,10.0,4.0,1.0,,,,2.0,2.0,,,
aSeldMKv9G6_8-gV0bjwvw,60.0,19.0,60.0,60.0,6.0,49.0,60.0,,26.0,6.0,10.0,34.0,30.0,1.0,3.0,
aUfbSFtjmDWQcqdXg8oeZQ,30.0,24.0,26.0,14.0,3.0,31.0,37.0,,10.0,,3.0,15.0,5.0,2.0,1.0,
aUjc_iwTfSR0ZtHCp3IuZA,5.0,5.0,,16.0,1.0,28.0,2.0,,4.0,,,16.0,1.0,,,
aWt7HEBCyhrKQCeC8BPAjw,15.0,3.0,11.0,22.0,3.0,11.0,16.0,2.0,2.0,2.0,,1.0,9.0,,1.0,
afBjDUDJ29UEz96uZD27mA,15.0,1.0,10.0,4.0,,24.0,14.0,,3.0,,6.0,8.0,4.0,,,
agJ6rlBoItb5zcs9f8oeLg,25.0,10.0,28.0,30.0,2.0,26.0,28.0,2.0,12.0,3.0,9.0,10.0,,,,
arwOOqaQWKVlSqFXoeImew,6.0,,1.0,1.0,,4.0,2.0,2.0,,,,1.0,,,,
b4Iw-XvcstHPYaSIAsL0fg,27.0,10.0,53.0,38.0,1.0,17.0,30.0,1.0,14.0,1.0,4.0,15.0,,,,
b7YegTB6cWpi0XbI9ZEkBQ,25.0,7.0,27.0,36.0,2.0,38.0,16.0,2.0,10.0,1.0,5.0,11.0,1.0,,1.0,
bC3FfFqfaQu7gZznjkmt9Q,60.0,28.0,60.0,60.0,9.0,56.0,44.0,,11.0,2.0,7.0,29.0,4.0,,8.0,
bENuHq5nDdvSEDsIxSBnQA,18.0,2.0,15.0,7.0,3.0,37.0,12.0,,10.0,,,7.0,,,1.0,
bE_dVISXXsmN-1qv-wN6lg,41.0,34.0,49.0,46.0,3.0,44.0,60.0,1.0,14.0,4.0,3.0,20.0,11.0,,1.0,1.0
bGI_oq-DVPo2bWJZxDf9gw,44.0,7.0,60.0,24.0,5.0,60.0,48.0,,8.0,3.0,3.0,28.0,4.0,,,
bKfPWcmfszfvQ1CNhvVhlQ,60.0,27.0,60.0,47.0,10.0,48.0,60.0,,15.0,6.0,12.0,36.0,8.0,1.0,3.0,
b_sT0QJvudIaLnAnY7KIpQ,,,2.0,,,,,,,,,1.0,,,,
bbZXNAr-zs9PAwlu01LTCQ,38.0,1.0,19.0,7.0,,29.0,27.0,2.0,4.0,,6.0,14.0,3.0,,1.0,
bg0qKdvlv-V9CxIDnD-Xzg,23.0,8.0,60.0,43.0,4.0,22.0,49.0,1.0,11.0,2.0,5.0,12.0,3.0,,,
bhAhhEJ7AJQFeXVGdZp2-g,27.0,27.0,12.0,51.0,1.0,12.0,21.0,,12.0,,1.0,9.0,7.0,,,
bibwEKWWSyB422Ap-t7Sdw,17.0,9.0,17.0,30.0,1.0,21.0,11.0,3.0,11.0,,,8.0,1.0,,1.0,
bs0ag_1c6R5WK-lkVOw_CQ,12.0,8.0,2.0,11.0,,12.0,4.0,1.0,2.0,,,3.0,2.0,,1.0,
bygfqmZ37iyOO4IXdoCSxw,14.0,10.0,13.0,47.0,,10.0,16.0,,9.0,,1.0,5.0,3.0,,,
c-PhA7dl4u45CCQJge9wuw,4.0,,1.0,3.0,,10.0,2.0,2.0,1.0,,,,,,,
c0WpyZFR3EoEBKcoY2LZ3Q,16.0,8.0,34.0,8.0,,25.0,25.0,2.0,17.0,,1.0,11.0,2.0,,1.0,1.0
cD7OpbJAVpfNF6cBKaoRbw,60.0,60.0,60.0,60.0,9.0,55.0,60.0,,18.0,2.0,18.0,46.0,4.0,,8.0,
cG-txGXNcZzxYSYkV99b2A,19.0,7.0,36.0,43.0,9.0,18.0,28.0,2.0,17.0,3.0,2.0,31.0,,1.0,2.0,
cO7k3WmV6DFATibK0QHftg,,,5.0,3.0,,12.0,4.0,,,,2.0,3.0,,,,
cgpfIEZBChUrG7IauI52qw,8.0,1.0,4.0,9.0,4.0,7.0,6.0,3.0,2.0,,,9.0,2.0,,,
chZfJOs022rr8DufI4r3Uw,20.0,6.0,36.0,13.0,1.0,27.0,23.0,2.0,16.0,1.0,4.0,21.0,,1.0,1.0,
ciEDsTWhajcdL3KuJqBRlw,13.0,2.0,39.0,24.0,6.0,25.0,25.0,1.0,21.0,4.0,1.0,33.0,10.0,,1.0,
cj14YLKJk5fWDjYc6auZVg,60.0,60.0,60.0,60.0,12.0,60.0,60.0,,46.0,3.0,13.0,59.0,13.0,1.0,1.0,
ck-WWEgcwrfdLZQOM2gMGQ,20.0,13.0,8.0,12.0,,5.0,10.0,4.0,3.0,1.0,,6.0,3.0,,,
cn9ox-BRc2D45oWmp1egdg,15.0,18.0,17.0,36.0,2.0,13.0,20.0,1.0,13.0,1.0,1.0,9.0,7.0,,,
ct-RQp_hzpiiMg3VVCwfPg,16.0,4.0,24.0,14.0,1.0,15.0,10.0,,7.0,2.0,,8.0,1.0,,1.0,
cvYRvO88E4ktaGutED6mRw,13.0,7.0,21.0,4.0,1.0,19.0,44.0,,13.0,1.0,,13.0,2.0,,1.0,
cwm7FvtHKKeKoe1VPi5biQ,12.0,5.0,9.0,23.0,,13.0,9.0,4.0,,,1.0,5.0,1.0,,,
czZc0dlufumMXh9-Ncq2xA,28.0,20.0,47.0,42.0,4.0,43.0,58.0,1.0,15.0,5.0,3.0,19.0,10.0,,1.0,1.0
dAeObODKI5e8de3QpZVI3g,29.0,11.0,55.0,46.0,3.0,24.0,34.0,2.0,14.0,2.0,3.0,14.0,,,,
dC_kA-R2qb-0iEmoI4VKPg,60.0,26.0,60.0,60.0,9.0,43.0,60.0,,24.0,8.0,12.0,34.0,26.0,2.0,3.0,
dCwO2S65LZHuPg-WkKVajQ,5.0,2.0,1.0,3.0,,14.0,5.0,1.0,8.0,,,8.0,,,,
dJObXrdAWC9k5lZnJ7zu8w,18.0,1.0,18.0,2.0,,16.0,18.0,,2.0,,5.0,8.0,4.0,,1.0,
dMlsQsPU8Y_oiPYC5hHi2A,26.0,7.0,30.0,35.0,2.0,27.0,18.0,2.0,12.0,1.0,7.0,18.0,1.0,,1.0,
dN_v0Lu6xhv0yJcx-M0fpg,60.0,46.0,60.0,60.0,12.0,46.0,60.0,,36.0,8.0,10.0,46.0,27.0,1.0,3.0,
dPR81xmmtcTx126HMZlaKQ,14.0,2.0,37.0,20.0,6.0,28.0,24.0,1.0,21.0,4.0,1.0,31.0,10.0,,1.0,
dT3ChQooeSYZA1kF6KU1Xw,1.0,,4.0,6.0,,9.0,3.0,3.0,1.0,,,1.0,,,,
dTWMVRcMVC4zynbFQC7A2A,20.0,1.0,34.0,56.0,4.0,54.0,15.0,,11.0,,2.0,13.0,2.0,,,
dVqRpLvcf2nlNZSF6zCzxw,27.0,10.0,53.0,40.0,1.0,20.0,35.0,1.0,14.0,1.0,4.0,15.0,,,,
dZAqSLx8_f_BIAtNOiODvA,23.0,9.0,60.0,40.0,3.0,34.0,48.0,1.0,15.0,3.0,3.0,12.0,1.0,,1.0,
dhTrfvdlpFE33USafJ3cjQ,60.0,28.0,60.0,60.0,9.0,44.0,60.0,,26.0,8.0,13.0,34.0,28.0,2.0,3.0,
djqM0f9jSqWx_xOnIIu19A,34.0,1.0,19.0,3.0,,15.0,23.0,2.0,2.0,,10.0,3.0,6.0,,1.0,
duu0PHYLfb5bndqcNEVS2Q,5.0,2.0,4.0,2.0,,13.0,3.0,1.0,1.0,,,5.0,,,,
e02eHaL0toY64Tzodnx8_Q,23.0,10.0,4.0,17.0,,34.0,9.0,5.0,1.0,,,10.0,2.0,,2.0,
e3WDNQMYpLdMEmM2UV13rA,19.0,6.0,25.0,29.0,1.0,30.0,8.0,2.0,13.0,2.0,1.0,10.0,1.0,,1.0,
e8UiD4SOyfyv5PIB5i1EvQ,15.0,11.0,10.0,6.0,4.0,28.0,15.0,2.0,1.0,2.0,5.0,12.0,4.0,,1.0,1.0
e8riJLw_FUzT59rSD06XDA,2.0,,1.0,3.0,,15.0,1.0,1.0,1.0,,,1.0,,,,
eEAhtNTKpDDgI5M1_Zkiew,6.0,1.0,,,,11.0,2.0,1.0,,1.0,,3.0,,1.0,,
eG5VcB6XuSp-C1mAggD_Cg,23.0,1.0,29.0,14.0,2.0,24.0,20.0,,11.0,,6.0,12.0,2.0,,1.0,
eI0DpD2Xx8hFlk7eAdFCqQ,34.0,8.0,44.0,60.0,3.0,60.0,24.0,2.0,18.0,1.0,4.0,28.0,2.0,,2.0,
eSixRz7xcwtFdeh9hN5TyQ,19.0,2.0,26.0,60.0,3.0,33.0,9.0,,13.0,,3.0,10.0,1.0,,,
egty45DOptyWQDJosNHFrQ,38.0,22.0,33.0,21.0,7.0,17.0,49.0,,5.0,,7.0,12.0,,,,
esHzJ47SzvtsJwRMIa7hxQ,5.0,1.0,4.0,6.0,,25.0,7.0,,5.0,,,11.0,1.0,,,
euV7oTZ9ImaZahhe-6N6ng,60.0,17.0,60.0,60.0,4.0,41.0,60.0,,25.0,1.0,12.0,36.0,21.0,1.0,1.0,
f-m7-hyFzkf0HSEeQ2s-9A,17.0,1.0,17.0,2.0,,16.0,18.0,,2.0,,5.0,8.0,4.0,,1.0,
f8fYPWuRB4o225YjPEjq8w,23.0,2.0,17.0,9.0,4.0,36.0,19.0,,12.0,,1.0,18.0,,,1.0,
fAaxYP_sc03MV57trhBNPA,4.0,,2.0,9.0,1.0,29.0,4.0,,3.0,,,6.0,1.0,1.0,1.0,
fDSYMSm8kFtro2GAaVZYvw,15.0,3.0,42.0,15.0,,35.0,24.0,,13.0,1.0,,11.0,3.0,,,
fGj7q3Qro-Efk7t-IVnpXQ,12.0,3.0,25.0,27.0,4.0,26.0,11.0,,13.0,1.0,,13.0,,,1.0,
fL02NLRFLMQT7Pot44gxhA,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,21.0,2.0,17.0,40.0,5.0,,8.0,
fPYCsVL3s0vM13jJeOWAig,20.0,7.0,38.0,41.0,7.0,19.0,27.0,,21.0,3.0,3.0,33.0,,1.0,2.0,
fXjLgdq2zGILXumDsijHCw,9.0,4.0,59.0,16.0,5.0,21.0,25.0,2.0,16.0,1.0,,21.0,,,1.0,
fZQ-ALxlDkyM2gA2zmqo4w,46.0,21.0,60.0,42.0,16.0,32.0,60.0,1.0,7.0,1.0,6.0,17.0,14.0,,3.0,1.0
faYTvRlOy3zK0ypFU7hSRA,58.0,11.0,60.0,60.0,9.0,42.0,60.0,,13.0,8.0,12.0,32.0,26.0,1.0,3.0,
feufnVt4k_t2eJakDU1bAw,27.0,7.0,31.0,19.0,6.0,33.0,35.0,1.0,13.0,6.0,3.0,40.0,8.0,,,
fvg1jLlgYesVdzWJTpX0wg,17.0,13.0,11.0,19.0,3.0,31.0,11.0,1.0,2.0,1.0,,4.0,1.0,,,1.0
g8r5jy1KZvn9d67mFG5c7g,9.0,6.0,,7.0,,16.0,4.0,,1.0,,,2.0,1.0,,,
gF-ZQLEbx8JWs2Y7GT-GLg,28.0,7.0,48.0,60.0,3.0,27.0,14.0,1.0,24.0,2.0,,9.0,2.0,,1.0,
gFcSLTJo3HXdkXScg0FgcA,60.0,15.0,60.0,60.0,4.0,34.0,60.0,,22.0,1.0,12.0,34.0,21.0,,,
gHHDCn4g4KCKFbaMxjxS8g,33.0,27.0,34.0,46.0,2.0,15.0,32.0,,14.0,2.0,3.0,9.0,13.0,,,
gM5aXMlDnpQ3PWdfeXHfNQ,36.0,33.0,31.0,36.0,2.0,13.0,34.0,,13.0,2.0,2.0,9.0,16.0,,,
gP921Ghfb7ERWmOjl7r-ng,,,2.0,2.0,,15.0,2.0,,1.0,,,3.0,,,,
gXY-VdMpB3Fh4WXyulc9kQ,2.0,2.0,,4.0,,14.0,1.0,1.0,,,,3.0,1.0,,,
gZm-Y3FOzNXZpaV9HxpBCA,15.0,8.0,36.0,12.0,1.0,23.0,26.0,3.0,15.0,,2.0,16.0,2.0,,1.0,1.0
gamLTtrQNyjvaEPL6p6OVQ,27.0,13.0,60.0,47.0,4.0,37.0,60.0,1.0,15.0,4.0,3.0,17.0,10.0,,1.0,1.0
geu09drUwXHVgQXJHSpH3Q,15.0,3.0,8.0,22.0,6.0,11.0,17.0,2.0,2.0,2.0,,1.0,11.0,,1.0,
gfSOa5szslnRgBmaiqrQ6g,60.0,52.0,60.0,33.0,15.0,48.0,60.0,1.0,6.0,,7.0,20.0,7.0,,3.0,
ggGm83VrQAZS0um1uhiSEw,10.0,3.0,3.0,7.0,,14.0,4.0,1.0,1.0,,,5.0,2.0,,1.0,
gpNwW5FC69px4fxiby8gtg,28.0,10.0,34.0,36.0,4.0,34.0,20.0,,9.0,3.0,1.0,14.0,5.0,,1.0,
gqVl3RprESEqkIPeJH0yOg,16.0,1.0,10.0,6.0,2.0,48.0,11.0,,10.0,,,14.0,,,,
guGRUPCBYBfCknykV7ODbg,7.0,,1.0,1.0,,10.0,4.0,1.0,,,,2.0,,,,
gubKjYAZMO_bxhsd5zT3sw,14.0,6.0,11.0,24.0,3.0,35.0,19.0,1.0,11.0,,2.0,20.0,,,,
gwuCZV_4nIwevDenicG8tw,18.0,5.0,30.0,30.0,3.0,15.0,12.0,,20.0,2.0,2.0,29.0,,,1.0,
h7grF-9qjAbzF6tEb-8tXA,60.0,47.0,59.0,40.0,8.0,60.0,60.0,1.0,10.0,3.0,6.0,23.0,12.0,,3.0,1.0
hGrPgxgVl0goH6aOzJ9h7A,8.0,1.0,9.0,13.0,3.0,11.0,14.0,4.0,2.0,2.0,,1.0,8.0,,1.0,
h_C5pCDk93d59frlPi3LZw,12.0,5.0,9.0,23.0,1.0,10.0,6.0,4.0,,,,2.0,1.0,,,1.0
hcGIDuoE0Hn3-XKuICP0mg,21.0,6.0,36.0,36.0,1.0,35.0,10.0,2.0,16.0,2.0,,5.0,1.0,,1.0,
hdFehBBkwZ2umAmzugOtRg,8.0,2.0,1.0,8.0,,11.0,4.0,5.0,,,,1.0,1.0,,,
heIRbeGgquFtkGX1XFyMBA,14.0,13.0,36.0,25.0,6.0,11.0,24.0,1.0,11.0,2.0,1.0,9.0,2.0,,,
hnoOXDcgN4xqLOU6lplGXg,22.0,2.0,35.0,60.0,3.0,43.0,11.0,,14.0,,4.0,17.0,1.0,,,
i09UMzccKgyLwGYKDVP28w,40.0,2.0,23.0,5.0,,20.0,27.0,2.0,4.0,,11.0,4.0,7.0,,1.0,
i2VhtC1JkV_sZOA4urd1ng,3.0,,8.0,7.0,,16.0,12.0,,6.0,1.0,3.0,11.0,1.0,,,1.0
iCvPIKn8Gm716UDn3iPNtA,8.0,7.0,11.0,22.0,2.0,14.0,5.0,,8.0,,1.0,9.0,1.0,,,
iH0f1TMuwLOb5hXz4Y4UOA,19.0,10.0,41.0,11.0,2.0,24.0,35.0,2.0,13.0,,1.0,15.0,3.0,,1.0,
iHG_OTRDZs3WyxVeDA_gKQ,41.0,18.0,60.0,53.0,12.0,30.0,60.0,1.0,13.0,3.0,4.0,17.0,12.0,,3.0,1.0
iPdEvg7qSlF6MK0QavD7bw,,,1.0,1.0,,5.0,,,,,,,,,,
iU-XQ4dhII3WF1UKR4XrNQ,60.0,45.0,60.0,60.0,7.0,39.0,60.0,,41.0,2.0,11.0,45.0,21.0,1.0,1.0,
iWUSAD2WALWNFF0pPiomHA,60.0,55.0,60.0,60.0,10.0,60.0,60.0,,32.0,2.0,9.0,35.0,7.0,1.0,1.0,
iXjbvsGyhGttLRaV6shP1g,60.0,60.0,60.0,60.0,10.0,60.0,60.0,,53.0,2.0,11.0,56.0,12.0,3.0,1.0,
iZ5VBmyFAZyJCt88KLwhJw,16.0,5.0,9.0,36.0,2.0,40.0,14.0,3.0,9.0,1.0,1.0,16.0,1.0,,1.0,
iZCSLA7clUGpUFzRnZtQkw,60.0,23.0,60.0,48.0,7.0,60.0,36.0,,8.0,2.0,5.0,21.0,2.0,,7.0,
i_OkjtKWm02Upc-PlcUrrg,7.0,3.0,5.0,10.0,2.0,46.0,6.0,,3.0,,1.0,14.0,,,,
idI1fL-AsM0nhdIPpHf3sA,60.0,14.0,60.0,60.0,5.0,48.0,60.0,,23.0,4.0,10.0,32.0,27.0,1.0,3.0,
inVsc1turxk_OpM9E2Q1Rw,27.0,5.0,31.0,19.0,6.0,30.0,39.0,1.0,14.0,5.0,3.0,40.0,7.0,,,
ip8uNJnwVaPYYBiV80ZLoQ,29.0,8.0,40.0,38.0,4.0,43.0,20.0,2.0,16.0,3.0,2.0,28.0,1.0,,2.0,
iy1KBR5hRNcgCaqiUoBSoA,60.0,44.0,60.0,48.0,11.0,60.0,60.0,,25.0,2.0,9.0,35.0,6.0,1.0,1.0,
j1yOqKczaI4czwycWDcspw,26.0,6.0,44.0,60.0,3.0,32.0,13.0,1.0,23.0,2.0,,9.0,1.0,,1.0,
j2maiRNh_ErcsvPBiZCkqw,15.0,13.0,48.0,26.0,7.0,8.0,22.0,2.0,12.0,1.0,1.0,7.0,2.0,,,
j5U9UjM_nPCsBLYv-PvTQA,7.0,1.0,2.0,23.0,,13.0,3.0,2.0,5.0,,,13.0,,,,
j6bAliQmvwuqiVjFj2AXyQ,19.0,5.0,60.0,24.0,6.0,30.0,35.0,2.0,16.0,2.0,,28.0,2.0,,,
jDMRkUp1o-CI-FkUa0Xgcg,18.0,5.0,60.0,24.0,7.0,30.0,35.0,2.0,16.0,2.0,,28.0,2.0,,,
